C-LSTM
Test Subject Id: 3 | Val Subject Id: 1
Epoch: 1 | Train Loss: 0.05227
Validation | Loss: 0.02549
Epoch: 2 | Train Loss: 0.01470
Validation | Loss: 0.01780
Epoch: 3 | Train Loss: 0.01445
Validation | Loss: 0.01969
Epoch: 4 | Train Loss: 0.01418
Validation | Loss: 0.02048
Epoch: 5 | Train Loss: 0.01422
Validation | Loss: 0.01976
Epoch: 6 | Train Loss: 0.01399
Validation | Loss: 0.02159
Epoch: 7 | Train Loss: 0.01421
Validation | Loss: 0.01882
Epoch: 8 | Train Loss: 0.01404
Validation | Loss: 0.02380
Epoch: 9 | Train Loss: 0.01331
Validation | Loss: 0.02032
Epoch: 10 | Train Loss: 0.01321
Validation | Loss: 0.02078
Epoch: 11 | Train Loss: 0.01317
Validation | Loss: 0.02032
Epoch: 12 | Train Loss: 0.01314
Validation | Loss: 0.02200
Epoch: 13 | Train Loss: 0.01267
Validation | Loss: 0.01875
Epoch: 14 | Train Loss: 0.01231
Validation | Loss: 0.01992
Epoch: 15 | Train Loss: 0.01195
Validation | Loss: 0.02227
Epoch: 16 | Train Loss: 0.01195
Validation | Loss: 0.01905
Epoch: 17 | Train Loss: 0.01185
Validation | Loss: 0.02186
Epoch: 18 | Train Loss: 0.01179
Validation | Loss: 0.02023
Epoch: 19 | Train Loss: 0.01179
Validation | Loss: 0.01976
Epoch: 20 | Train Loss: 0.01177
Validation | Loss: 0.01868
Epoch: 21 | Train Loss: 0.01165
Validation | Loss: 0.02093
Epoch: 22 | Train Loss: 0.01165
Validation | Loss: 0.02051
Epoch: 23 | Train Loss: 0.01163
Validation | Loss: 0.02037
Epoch: 24 | Train Loss: 0.01160
Validation | Loss: 0.02024
Epoch: 25 | Train Loss: 0.01162
Validation | Loss: 0.02006
Epoch: 26 | Train Loss: 0.01158
Validation | Loss: 0.02085
Epoch: 27 | Train Loss: 0.01151
Validation | Loss: 0.02010
Early stopping triggered on epoch 27
Epoch: 1 | TL Loss: 0.00804
Epoch: 2 | TL Loss: 0.00707
Epoch: 3 | TL Loss: 0.00659
Epoch: 4 | TL Loss: 0.00657
Epoch: 5 | TL Loss: 0.00643
Before TL:
Test | Loss: 0.01444
After TL:
Test | Loss: 0.01121
