TCN
Test Subject Id: 3 | Val Subject Id: 15
Epoch: 1 | Train Loss: 0.01696
Validation | Loss: 0.00912
Epoch: 2 | Train Loss: 0.01353
Validation | Loss: 0.01491
Epoch: 3 | Train Loss: 0.01319
Validation | Loss: 0.01255
Epoch: 4 | Train Loss: 0.01326
Validation | Loss: 0.01117
Epoch: 5 | Train Loss: 0.01328
Validation | Loss: 0.00879
Epoch: 6 | Train Loss: 0.01324
Validation | Loss: 0.01009
Epoch: 7 | Train Loss: 0.01319
Validation | Loss: 0.00947
Epoch: 8 | Train Loss: 0.01320
Validation | Loss: 0.01061
Epoch: 9 | Train Loss: 0.01316
Validation | Loss: 0.00940
Epoch: 10 | Train Loss: 0.01313
Validation | Loss: 0.01054
Epoch: 11 | Train Loss: 0.01315
Validation | Loss: 0.01192
Epoch: 12 | Train Loss: 0.01286
Validation | Loss: 0.01033
Epoch: 13 | Train Loss: 0.01278
Validation | Loss: 0.01286
Epoch: 14 | Train Loss: 0.01275
Validation | Loss: 0.00921
Epoch: 15 | Train Loss: 0.01271
Validation | Loss: 0.01074
Epoch: 16 | Train Loss: 0.01265
Validation | Loss: 0.00985
Epoch: 17 | Train Loss: 0.01274
Validation | Loss: 0.00912
Epoch: 18 | Train Loss: 0.01253
Validation | Loss: 0.00890
Epoch: 19 | Train Loss: 0.01256
Validation | Loss: 0.00983
Epoch: 20 | Train Loss: 0.01248
Validation | Loss: 0.00947
Epoch: 21 | Train Loss: 0.01247
Validation | Loss: 0.00965
Epoch: 22 | Train Loss: 0.01242
Validation | Loss: 0.00990
Epoch: 23 | Train Loss: 0.01241
Validation | Loss: 0.01151
Epoch: 24 | Train Loss: 0.01234
Validation | Loss: 0.01032
Epoch: 25 | Train Loss: 0.01233
Validation | Loss: 0.01044
Epoch: 26 | Train Loss: 0.01232
Validation | Loss: 0.00977
Epoch: 27 | Train Loss: 0.01234
Validation | Loss: 0.01138
Epoch: 28 | Train Loss: 0.01233
Validation | Loss: 0.00983
Epoch: 29 | Train Loss: 0.01229
Validation | Loss: 0.00962
Epoch: 30 | Train Loss: 0.01225
Validation | Loss: 0.01011
Early stopping triggered on epoch 30
Epoch: 1 | TL Loss: 0.00745
Epoch: 2 | TL Loss: 0.00666
Epoch: 3 | TL Loss: 0.00610
Epoch: 4 | TL Loss: 0.00576
Epoch: 5 | TL Loss: 0.00560
Before TL:
Test | Loss: 0.01317
After TL:
Test | Loss: 0.01188
