TCN
Test Subject Id: 1 | Val Subject Id: 12
Epoch: 1 | Train Loss: 0.01644
Validation | Loss: 0.01319
Epoch: 2 | Train Loss: 0.01234
Validation | Loss: 0.01681
Epoch: 3 | Train Loss: 0.01215
Validation | Loss: 0.01460
Epoch: 4 | Train Loss: 0.01189
Validation | Loss: 0.01584
Epoch: 5 | Train Loss: 0.01182
Validation | Loss: 0.01626
Epoch: 6 | Train Loss: 0.01170
Validation | Loss: 0.01653
Epoch: 7 | Train Loss: 0.01166
Validation | Loss: 0.01533
Epoch: 8 | Train Loss: 0.01142
Validation | Loss: 0.01875
Epoch: 9 | Train Loss: 0.01143
Validation | Loss: 0.01528
Epoch: 10 | Train Loss: 0.01143
Validation | Loss: 0.01638
Epoch: 11 | Train Loss: 0.01136
Validation | Loss: 0.01503
Epoch: 12 | Train Loss: 0.01136
Validation | Loss: 0.01672
Epoch: 13 | Train Loss: 0.01135
Validation | Loss: 0.01571
Epoch: 14 | Train Loss: 0.01122
Validation | Loss: 0.01564
Epoch: 15 | Train Loss: 0.01119
Validation | Loss: 0.01509
Epoch: 16 | Train Loss: 0.01115
Validation | Loss: 0.01542
Epoch: 17 | Train Loss: 0.01114
Validation | Loss: 0.01428
Epoch: 18 | Train Loss: 0.01113
Validation | Loss: 0.01549
Epoch: 19 | Train Loss: 0.01113
Validation | Loss: 0.01692
Epoch: 20 | Train Loss: 0.01099
Validation | Loss: 0.01484
Epoch: 21 | Train Loss: 0.01099
Validation | Loss: 0.01498
Epoch: 22 | Train Loss: 0.01094
Validation | Loss: 0.01581
Epoch: 23 | Train Loss: 0.01092
Validation | Loss: 0.01598
Epoch: 24 | Train Loss: 0.01092
Validation | Loss: 0.01552
Epoch: 25 | Train Loss: 0.01091
Validation | Loss: 0.01568
Epoch: 26 | Train Loss: 0.01086
Validation | Loss: 0.01593
Early stopping triggered on epoch 26
Epoch: 1 | TL Loss: 0.04854
Epoch: 2 | TL Loss: 0.04530
Epoch: 3 | TL Loss: 0.04231
Epoch: 4 | TL Loss: 0.03927
Epoch: 5 | TL Loss: 0.03639
Before TL:
Test | Loss: 0.02273
After TL:
Test | Loss: 0.02096
